id;título;materia;periodicidad;modified;geo;territorial;por qué;temporal;por qué;vivo;api;tag swagger;formatos;palabras inversión;abierto;explorable;candidato
4006;Líneas Bus;Transporte;IRREG;2025-07-15;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;no (417 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
4060;Seguimiento de Proyectos;Urbanismo e Infraestructuras;IRREG;2022-05-31;S;sí;geo=S, spatialRepresentationTypeCode;no;;no (1558 d, sin periodicidad);no;;;infraestructura;no;no;no
4064;Inventario de pavimentos;Urbanismo e Infraestructuras;IRREG;2020-01-01;S;sí;geo=S, spatialRepresentationTypeCode;no;;no (2439 d, sin periodicidad);no;;;;no;no;no
4021;Carriles Bici IML uso anual;Transporte;P1Y;2024-01-01;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:anual;no (ratio 2,7);no;;;;sí;no;no
4061;Seguimiento de Obras;Urbanismo e Infraestructuras;P1M;2022-12-12;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1M;no (ratio 45,4);no;;;adjudicaci ejecución infraestructura obra;no;no;no
4062;Certificaciones Obras en Ejecución;Urbanismo e Infraestructuras;P1M;2022-12-15;N;no;;sí;periodicidad P1M, palabra:mensual;no (ratio 45,3);no;;;ejecución obra presupuest;no;no;no
4007;Línea Tranvía;Transporte;IRREG;2025-07-15;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;no (417 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
4063;Rebajes pasos de peatones;Urbanismo e Infraestructuras;P1M;2024-03-04;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1M;no (ratio 30,5);no;;;;no;no;no
4065;Inventario de puentes y estructuras similares;Urbanismo e Infraestructuras;P1M;2008-01-01;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;sí;periodicidad P1M;no (ratio 227,4);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
4066;Inspección de puentes y estructuras similares;Urbanismo e Infraestructuras;P1M;2008-01-01;N;no;;sí;periodicidad P1M;no (ratio 227,4);no;;;;no;no;no
4067;Deterioros en puentes y estructuras similares;Urbanismo e Infraestructuras;P1M;2008-01-01;-;no;;sí;periodicidad P1M;no (ratio 227,4);no;;;;no;no;no
4068;Titularidad de infraestructuras viales;Urbanismo e Infraestructuras;IRREG;2005-12-19;S;sí;geo=S, spatialRepresentationTypeCode;no;;no (7565 d, sin periodicidad);no;;;infraestructura;no;no;no
4069;Alumbrado Público - Centros de Mando;Urbanismo e Infraestructuras;P1M;2025-01-01;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1M;no (ratio 20,4);no;;;;no;no;no
4070;Alumbrado Público - Arquetas;Urbanismo e Infraestructuras;P1M;2025-01-01;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1M;no (ratio 20,4);no;;;;no;no;no
4008;Paradas Bus;Transporte;IRREG;2025-07-15;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;no (417 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
4009;Paradas Taxi;Transporte;IRREG;2025-07-15;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;no (417 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
4010;Paradas Tranvía;Transporte;IRREG;2025-07-15;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;no (417 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
4071;Alumbrado Público - Soportes;Urbanismo e Infraestructuras;P1M;2025-01-01;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1M;no (ratio 20,4);no;;;;no;no;no
4072;Alumbrado Público - Tramos;Urbanismo e Infraestructuras;P1M;2025-01-01;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1M;no (ratio 20,4);no;;;;no;no;no
4132;Datos Fuente - Mapa del Ruido 2025;Medio Ambiente;NEVER;2025-07-30;S;sí;geo=S, palabra:mapa;sí;palabra:2025;no (402 d, sin periodicidad);no;;;;no;no;no
4140;Equipamientos estructurantes: % de Población por grupo de edad a menos de 300 metros de a nivel de junta;Urbanismo e Infraestructuras;P2Y;2026-02-10;-;sí;palabra:junta;sí;periodicidad P2Y, palabra:2022;sí (ratio 0,3);no;;;equipamiento infraestructura;no;no;sí
4141;Equipamientos Estructurantes: Distancia media para la población empadronada en Zaragoza y grupos de edad (todos - adultos - menores);Urbanismo e Infraestructuras;P2Y;2026-02-10;N;no;;sí;periodicidad P2Y, palabra:2022;sí (ratio 0,3);no;;;equipamiento infraestructura;no;no;no
4160;Equipamientos estructurantes: Población total y proporción de la misma a menos de 300 metros a escala de manzana.;Urbanismo e Infraestructuras;P2Y;2026-02-10;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P2Y;sí (ratio 0,3);no;;;equipamiento infraestructura;no;no;sí
4162;Equipamientos estructurantes: Población total y relativa por grupo de edad a menos de 300 metros de a nivel de Zaragoza;Urbanismo e Infraestructuras;P2Y;2026-02-10;-;no;;sí;periodicidad P2Y;sí (ratio 0,3);no;;;equipamiento infraestructura;no;no;no
3962;Distritos Municipales;Urbanismo e Infraestructuras;NEVER;2024-02-24;S;sí;geo=S, palabra:distrito, formato geo, spatialRepresentationTypeCode;sí;palabra:1960;no (924 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;no
4480;Datos origen Absorciones por Arbolado - Inventario de Emisiones;Medio Ambiente;P1Y;2026-02-19;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;sí (ratio 0,5);no;;;;no;no;sí
4501;Datos origen Transporte Privado - Inventario de Emisiones;Medio Ambiente;P1Y;2026-02-19;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;sí (ratio 0,5);no;;;;no;no;sí
4500;Datos origen Industrial - Inventario de Emisiones;Medio Ambiente;P1Y;2026-02-19;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;sí (ratio 0,5);no;;;;no;no;sí
4522;Datos origen Institucional y Servicios - Inventario de Emisiones;Medio Ambiente;P1Y;2026-02-19;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;sí (ratio 0,5);no;;;equipamiento;no;no;sí
5461;Planeamiento urbanístico;Urbanismo e Infraestructuras;P1M;2026-07-28;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1M;sí (ratio 1,3);no;;;;no;no;sí
5460;Catastro: Edificación y Viviendas;;-;2026-04-22;-;sí;formato geo;no;;sí (136 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
4523;Datos origen Transporte Público - Inventario de Emisiones;Medio Ambiente;P1Y;2026-02-19;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;sí (ratio 0,5);no;;;;no;no;sí
4524;Datos origen Residencial - Inventario de Emisiones;Medio Ambiente;P1Y;2026-02-19;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;sí (ratio 0,5);no;;;;no;no;sí
4525;Datos origen Residuos - Inventario de Emisiones;Medio Ambiente;P1Y;2026-02-19;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;sí (ratio 0,5);no;;;;no;no;sí
4526;Datos origen Agrícola - Inventario de Emisiones;Medio Ambiente;P1Y;2026-02-19;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;sí (ratio 0,5);no;;;;no;no;sí
4620;Callejero Semántico;Urbanismo e Infraestructuras;P0DT1S;2010-01-01;-;sí;palabra:calle;sí;tiempo real;no evaluable (tiempo real);no;;json rdf+xml text/xml;;sí;no;no
4380;Mallado 100x100 metros;Urbanismo e Infraestructuras;P1Y;2026-02-16;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;sí (ratio 0,6);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;sí
4521;Datos origen Ganadería - Inventario de Emisiones;Medio Ambiente;P1Y;2026-02-19;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;sí (ratio 0,5);no;;;;no;no;sí
4780;Datos Fuente - Mapa del Ruido 2016;Medio Ambiente;NEVER;2016-12-31;S;sí;geo=S, palabra:mapa, spatialRepresentationTypeCode;sí;palabra:2016;no (3535 d, sin periodicidad);no;;;;no;no;no
5082;Datos origen Flota Municipal - Inventario de Emisiones;Medio Ambiente;P1Y;2019-12-31;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;no (ratio 6,7);no;;;;no;no;no
4863;Datos origen Transporte Aéreo - Inventario de Emisiones;Medio Ambiente;P1Y;2026-03-02;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;sí (ratio 0,5);no;;;;no;no;sí
4781;Inventario de emisiones;Medio Ambiente;-;2026-02-25;-;no;;sí;palabra:2030;sí (192 d, sin periodicidad);no;;;;no;no;no
5700;Población de nacionalidad extranjera;Demografía;P1Y;2026-04-24;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:2024;sí (ratio 0,4);no;;;;no;no;sí
5701;Población de nacionalidad extranjera a escala de sección censal;Demografía;-;2026-04-24;S;sí;geo=S, palabra:sección, spatialRepresentationTypeCode;no;;sí (134 d, sin periodicidad);no;;;;no;no;no
5741;Hogares;Demografía;-;2026-04-24;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (134 d, sin periodicidad);no;;;;no;no;no
6001;Protección cultural autonómica (PCA_tabla);Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml;patrimonio;no;no;no
5680;Nivel de formación académica para Sección Censal;Demografía;-;2026-04-22;S;sí;geo=S, palabra:sección, spatialRepresentationTypeCode;no;;sí (136 d, sin periodicidad);no;;;licencia;no;no;no
5663;Índice de Feminidad a escala Sección Censal;Demografía;-;2026-04-22;S;sí;geo=S, palabra:sección, spatialRepresentationTypeCode;no;;sí (136 d, sin periodicidad);no;;;;no;no;no
5664;Índice de Feminidad a escala de manzana;Demografía;-;2026-04-22;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (136 d, sin periodicidad);no;;;;no;no;no
5980;Planeamiento de desarrollo;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;no
5981;Estructura urbanística;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wms_xml;;sí;no;no
6000;Protección cultural autonómica (PCA);Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;patrimonio;no;no;no
5707;Origen de los residentes  (Zaragoza);Demografía;-;2026-04-24;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (134 d, sin periodicidad);no;;;;no;no;no
5720;Grupos de Edad a escala de Sección censal;Demografía;-;2026-04-24;S;sí;geo=S, palabra:sección, spatialRepresentationTypeCode;no;;sí (134 d, sin periodicidad);no;;;;no;no;no
5721;Grupos de Edad a escala de manzana;Demografía;-;2026-04-24;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (134 d, sin periodicidad);no;;;;no;no;no
5722;Grupos de Edad a escala de Zaragoza;Demografía;-;2026-04-24;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (134 d, sin periodicidad);no;;;;no;no;no
5842;Vulnerabilidad e islas de calor;Medio Ambiente;-;2026-04-30;S;sí;geo=S, spatialRepresentationTypeCode;sí;palabra:1940;sí (128 d, sin periodicidad);no;;;;sí;no;sí
5703;Población de nacionalidad extranjera a escala de Zaragoza;Demografía;-;2026-04-24;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (134 d, sin periodicidad);no;;;;no;no;no
5740;Ternario de grupos de población mayores de 65 años;Demografía;-;2026-04-24;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (134 d, sin periodicidad);no;;;;no;no;no
5702;Población de nacionalidad extranjera a escala de manzana;Demografía;-;2026-04-24;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (134 d, sin periodicidad);no;;;;no;no;no
5380;Indicadores sociodemográficos básicos a escala de manzana;Demografía;P1Y;2026-04-17;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;sí;periodicidad P1Y;sí (ratio 0,4);no;;ogc.wfs_xml ogc.wms_xml;;no;no;sí
5080;Datos origen AFOLU - Inventario de Emisiones;Medio Ambiente;P1Y;2024-12-31;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:2024;sí (ratio 1,7);no;;;;no;no;sí
6041;Estaciones de medición de calidad del aire - INSPIRE EF;Medio Ambiente;NEVER;2026-06-12;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (85 d, sin periodicidad);no;;atom+xml gml+xml ogc.wfs_xml;;sí;no;no
6042;Unidades administrativas - INSPIRE AU;Urbanismo e Infraestructuras;NEVER;2026-06-12;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (85 d, sin periodicidad);no;;atom+xml gml+xml ogc.wfs_xml;;sí;no;no
6060;Red viaria - Tramos INSPIRE TN-RO;Transporte;NEVER;2026-06-15;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (82 d, sin periodicidad);no;;atom+xml gml+xml ogc.wfs_xml;;sí;no;no
5644;Nivel de formación académica para Zaragoza;Educación;-;2026-04-22;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (136 d, sin periodicidad);no;;;licencia;no;no;no
5400;Indicadores sociodemográficos básicos a escala código postal;Demografía;-;2026-04-17;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (141 d, sin periodicidad);no;;;;no;no;no
5940;Arbolado en vía Pública;Medio Ambiente;-;2026-05-11;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (117 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5642;Índice de Feminidad para Zaragoza;Demografía;-;2026-04-22;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (136 d, sin periodicidad);no;;;;no;no;no
5643;Nivel de formación académica;;-;2026-04-22;-;no;;no;;sí (136 d, sin periodicidad);no;;;licencia;no;no;no
5640;Índice de Natalidad;Demografía;P1Y;2026-04-22;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y;sí (ratio 0,4);no;;;;no;no;sí
6020;Reparto Modal Bicis y VMP;Transporte;P1Y;2026-06-12;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;sí (ratio 0,2);no;;;;sí;no;sí
6061;Red viaria - Vías INSPIRE TN-RO;Urbanismo e Infraestructuras;NEVER;2026-06-15;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (82 d, sin periodicidad);no;;atom+xml gml+xml ogc.wfs_xml;;sí;no;no
5021;Datos origen Institucional y Servicios 2023 - Inventario de Emisiones;Medio Ambiente;NEVER;2023-12-31;S;sí;geo=S, spatialRepresentationTypeCode;sí;palabra:2023;no (979 d, sin periodicidad);no;;;equipamiento;no;no;no
5498;IML Viales 2025;Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;sí;palabra:2025;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;sí
5780;Equipamientos estructurantes: Población a menos de 300 metros;Urbanismo e Infraestructuras;-;2026-04-29;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (129 d, sin periodicidad);no;;;equipamiento;no;no;no
5800;Policía Local - Capas SIG;Sector Público;NEVER;2026-07-28;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;;;no;no;no
5960;Subvención Acción Social;Sociedad y Bienestar;P2Y;2026-07-28;S;sí;geo=S;sí;periodicidad P2Y;sí (ratio 0,1);no;;;subvenci;no;no;sí
5961;Incidencias Oficina de Atención a la Ciudadanía y Buenas Prácticas;Sociedad y Bienestar;P1D;2026-07-28;S;sí;geo=S;sí;periodicidad P1D, palabra:2026;no (ratio 39,0);no;;;;no;no;no
5962;Consejo Sectorial de Acción Social;Sociedad y Bienestar;P6M;2026-07-28;N;no;;sí;periodicidad P6M;sí (ratio 0,2);no;;;;no;no;no
5963;Encuesta Bienestar Subjetivo Infancia;Sociedad y Bienestar;NEVER;2026-07-28;S;sí;geo=S;sí;palabra:2022;sí (39 d, sin periodicidad);no;;;;no;no;sí
5964;Encuesta Satisfacción Usuarios Albergue Municipal;Sociedad y Bienestar;NEVER;2026-07-28;N;no;;sí;palabra:2023;sí (39 d, sin periodicidad);no;;;;no;no;no
5965;Recuento Personas sin Hogar;Sociedad y Bienestar;P2Y;2026-07-28;S;sí;geo=S;sí;periodicidad P2Y, palabra:2010;sí (ratio 0,1);no;;;;no;no;sí
5966;Seguimiento Plan Estratégico de Subvenciones;Sociedad y Bienestar;P1Y;2026-07-28;N;no;;sí;periodicidad P1Y;sí (ratio 0,1);no;;;subvenci;no;no;no
5200;Inventario de Emisiones de Zaragoza;Medio Ambiente;P1Y;2026-03-26;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:1920;sí (ratio 0,4);no;;;;sí;no;sí
5967;Seguimiento II Plan Local de Infancia y Adolescencia de Zaragoza;Sociedad y Bienestar;P1Y;2026-07-28;N;no;;sí;periodicidad P1Y, palabra:anual;sí (ratio 0,1);no;;;ejecución presupuest;no;no;no
5480;Alturas de edificios;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, palabra:cartograf, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5482;Zona menor de agua;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, palabra:cartograf, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;no
5495;Fichas Aforos Vehículos 2025;Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;sí;palabra:2025;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;sí
5520;Comparativa viales IML 2024 vs 2023;Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;sí;palabra:2024;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;sí
5521;Aparcamientos de motos;Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;no
5522;Zonas de transporte actuales;Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;no
5523;Zonas de transporte mejoradas;Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;no
5524;Parking Car Sharing (completa);Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5585;Vivienda por personas a escala Zaragoza;Demografía;-;2026-04-21;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (137 d, sin periodicidad);no;;;;no;no;no
5586;Vivienda por personas a escala Zaragoza;Demografía;-;2026-04-21;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (137 d, sin periodicidad);no;;;;no;no;no
5479;Solares;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, palabra:parcela, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;no
5483;Líneas de edificaciones;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, palabra:cartograf, formato geo, spatialRepresentationTypeCode;sí;palabra:1960;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;sí
5484;Parcelas con más de 2 sótanos;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, palabra:parcela, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5485;Portales completo;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, palabra:portal, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5486;Licencias urbanísticas;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;licencia;no;no;no
5487;Equipamientos tabla auxiliar;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;equipamiento;no;no;no
5499;Reguladores semafóricos;Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;no
5492;Vivienda por persona;Demografía;P1Y;2026-04-21;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y;sí (ratio 0,4);no;;;;no;no;sí
5493;Comparativa uso carriles bici 2024 y 2025;Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;sí;palabra:2024;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;sí
5580;Escaleras urbanas (gestión interna);Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;infraestructura;no;no;no
5581;Reposición de arbolado urbano;Medio Ambiente;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;sí;palabra:2025;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;infraestructura;sí;no;sí
5582;Viviendas empadronadas en edificios a escala de Zaragoza;Demografía;P1Y;2026-04-21;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y;sí (ratio 0,4);no;;;;no;no;sí
5583;Viviendas empadronadas en edificios a escala de Sección Censal;Demografía;-;2026-04-21;S;sí;geo=S, palabra:sección, spatialRepresentationTypeCode;no;;sí (137 d, sin periodicidad);no;;;;no;no;no
5584;Viviendas empadronadas en edificios a escala de Manzana;Demografía;-;2026-04-21;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (137 d, sin periodicidad);no;;;;no;no;no
5587;Vivienda por personas a escala de Manzana;Demografía;-;2026-04-21;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (137 d, sin periodicidad);no;;;;no;no;no
5641;Índice de Feminidad;Demografía;-;2026-04-22;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (136 d, sin periodicidad);no;;;;no;no;no
6043;Direcciones - INSPIRE AD;Urbanismo e Infraestructuras;NEVER;2026-06-12;S;sí;geo=S, palabra:direccion, formato geo, spatialRepresentationTypeCode;no;;sí (85 d, sin periodicidad);no;;atom+xml ogc.wfs_xml xml;;no;no;no
6044;Parcelas catastrales - INSPIRE CP;Urbanismo e Infraestructuras;NEVER;2026-06-12;S;sí;geo=S, palabra:parcela, formato geo, spatialRepresentationTypeCode;no;;sí (85 d, sin periodicidad);no;;atom+xml gml+xml ogc.wfs_xml;;sí;no;no
6045;Manzanas catastrales - INSPIRE CP;Urbanismo e Infraestructuras;NEVER;2026-06-12;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (85 d, sin periodicidad);no;;atom+xml gml+xml ogc.wfs_xml;;sí;no;no
6046;Uso del suelo - INSPIRE LU;Urbanismo e Infraestructuras;NEVER;2026-06-12;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (85 d, sin periodicidad);no;;atom+xml ogc.wfs_xml xml;;no;no;no
6047;Sitios protegidos - INSPIRE PS;Urbanismo e Infraestructuras;NEVER;2026-06-12;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (85 d, sin periodicidad);no;;atom+xml ogc.wfs_xml xml;patrimonio;no;no;no
5481;Líneas de ordenación;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;urbaniz;sí;no;no
5321;Renta a escala sección censal;Economía;P1Y;2026-04-09;S;sí;geo=S, palabra:sección, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:2024;sí (ratio 0,4);no;;;ingreso;no;no;sí
5440;Renta de la población por juntas;Economía;P1Y;2026-04-21;S;sí;geo=S, palabra:junta, spatialRepresentationTypeCode;sí;periodicidad P1Y;sí (ratio 0,4);no;;;ingreso;no;no;sí
5301;Hogares a escala Zaragoza;Demografía;P1Y;2026-04-09;-;no;;sí;periodicidad P1Y;sí (ratio 0,4);no;;;;no;no;no
5302;Hogares a escala Sección Censal;Demografía;P1Y;2026-04-09;S;sí;geo=S, palabra:sección, spatialRepresentationTypeCode;sí;periodicidad P1Y;sí (ratio 0,4);no;;;;no;no;sí
5260;Renta;Economía;P1Y;2026-04-08;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y;sí (ratio 0,4);no;;;ingreso;no;no;sí
5300;Hogares;Demografía;P1Y;2026-04-09;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y;sí (ratio 0,4);no;;;;no;no;sí
5303;Hogares a escala Manzana;Demografía;P1Y;2026-04-09;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y;sí (ratio 0,4);no;;;;no;no;sí
5681;Nivel de formación académica para Manzana;Demografía;-;2026-04-22;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (136 d, sin periodicidad);no;;;licencia;no;no;no
5920;Arbolado ornamental del Jardín Botánico;Medio Ambiente;-;2026-05-07;-;no;;no;;sí (121 d, sin periodicidad);no;;json text/csv;;sí;no;no
5341;Indicadores sociodemográficos básicos a escala de sección censal;Demografía;P1Y;2026-04-10;S;sí;geo=S, palabra:sección, spatialRepresentationTypeCode;sí;periodicidad P1Y;sí (ratio 0,4);no;;;;no;no;sí
5704;Origen de los residentes;Demografía;-;2026-04-24;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (134 d, sin periodicidad);no;;;;no;no;no
5705;Origen de los residentes (sección censal);Demografía;-;2026-04-24;S;sí;geo=S, palabra:sección, spatialRepresentationTypeCode;no;;sí (134 d, sin periodicidad);no;;;;no;no;no
5706;Origen de los residentes  (manzana);Demografía;-;2026-04-24;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (134 d, sin periodicidad);no;;;;no;no;no
